SKU Code,Brand Code,Category,Bill Number,Store Code,Sale Date,Sale/Return,MRP,Sales Price,Sales Qty
SKU2310,BRAND023,Cat07,BILL09119,Store 3,2017-09-10,Sale,4.0,4.0,1
SKU0713,BRAND027,Cat04,BILL09120,Store 3,2017-09-10,Sale,5.73,5.73,1
SKU0689,BRAND027,Cat04,BILL09120,Store 3,2017-09-10,Sale,5.2,5.2,1
SKU0629,BRAND027,Cat04,BILL09121,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0664,BRAND027,Cat04,BILL09122,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0624,BRAND027,Cat04,BILL09123,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0665,BRAND027,Cat04,BILL09124,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0645,BRAND027,Cat04,BILL09125,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0634,BRAND027,Cat04,BILL09126,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0632,BRAND027,Cat04,BILL09127,Store 3,2017-09-09,Sale,1.33,0.0,1
SKU0637,BRAND027,Cat04,BILL09128,Store 3,2017-09-09,Sale,1.33,0.0,1
SKU0667,BRAND027,Cat04,BILL09129,Store 3,2017-09-09,Sale,1.33,0.0,1
SKU0627,BRAND027,Cat04,BILL09130,Store 3,2017-09-09,Sale,1.33,0.0,1
SKU2583,BRAND124,Cat08,BILL09131,Store 3,2017-09-14,Sale,53.32,53.32,1
SKU0631,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0653,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,2
SKU0653,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0642,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0627,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0632,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0639,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,1.33,1
SKU0636,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0634,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0654,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0663,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0637,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0637,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU0652,BRAND027,Cat04,BILL09131,Store 3,2017-09-14,Sale,1.33,0.0,1
SKU2584,BRAND112,Cat03,BILL09132,Store 3,2017-09-09,Sale,9.67,9.67,1
SKU2585,,,BILL09133,Store 3,2017-09-09,Sale,2.6,2.6,1
SKU0626,BRAND027,Cat04,BILL09134,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0626,BRAND027,Cat04,BILL09135,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0624,BRAND027,Cat04,BILL09136,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0624,BRAND027,Cat04,BILL09137,Store 3,2017-09-09,Sale,2.0,2.0,1
SKU0653,BRAND027,Cat04,BILL09138,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0653,BRAND027,Cat04,BILL09139,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0639,BRAND027,Cat04,BILL09140,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0639,BRAND027,Cat04,BILL09141,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0639,BRAND027,Cat04,BILL09142,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0636,BRAND027,Cat04,BILL09143,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0636,BRAND027,Cat04,BILL09144,Store 3,2017-09-09,Sale,1.33,1.33,1
SKU0650,BRAND027,Cat04,BILL09145,Store 3,2017-09-09,Sale,1.33,1.33,1
