SKU Code,Brand Code,Category,Bill Number,Store Code,Sale Date,Sale/Return,MRP,Sales Price,Sales Qty
SKU1181,BRAND041,Cat06,BILL06415,Store 1,2017-05-18,Return,0.01,0.01,-1
SKU0457,BRAND011,Cat01,BILL06416,Store 1,2017-05-22,Sale,72.0,72.67,2
SKU1465,BRAND018,Cat07,BILL06417,Store 1,2017-07-01,Return,20.0,20.0,-1
SKU0774,BRAND017,Cat07,BILL06418,Store 1,2017-07-01,Sale,30.67,30.67,1
SKU1695,BRAND017,Cat07,BILL06419,Store 1,2017-07-01,Sale,44.0,44.0,1
SKU1886,BRAND046,Cat04,BILL06420,Store 1,2017-07-01,Sale,66.33,66.33,1
SKU0906,BRAND017,Cat07,BILL06421,Store 1,2017-07-01,Sale,44.0,44.0,1
SKU0962,BRAND034,Cat07,BILL06422,Store 1,2017-07-01,Sale,39.87,39.87,1
SKU1000,BRAND034,Cat07,BILL06423,Store 1,2017-07-01,Sale,21.33,21.33,1
SKU1205,BRAND018,Cat04,BILL06424,Store 1,2017-07-01,Sale,33.33,33.33,2
SKU0794,BRAND017,Cat07,BILL06425,Store 1,2017-07-02,Sale,44.0,44.0,1
SKU1887,BRAND046,Cat04,BILL06426,Store 1,2017-05-28,Sale,58.67,58.67,1
SKU1282,BRAND018,Cat07,BILL06426,Store 1,2017-05-28,Sale,22.0,22.0,1
SKU1888,BRAND022,Cat01,BILL06427,Store 1,2017-07-02,Sale,56.67,56.67,1
SKU1889,BRAND047,Cat01,BILL06428,Store 1,2017-07-02,Sale,100.33,100.33,1
SKU1332,BRAND017,Cat07,BILL06428,Store 1,2017-07-02,Sale,73.33,73.33,1
SKU1890,BRAND048,Cat04,BILL06429,Store 1,2017-07-02,Sale,72.0,72.0,1
SKU1891,BRAND048,Cat04,BILL06429,Store 1,2017-07-02,Sale,34.0,34.0,1
SKU1232,BRAND018,Cat04,BILL06430,Store 1,2017-07-02,Sale,42.67,42.67,1
SKU0378,BRAND002,Cat01,BILL06431,Store 1,2017-07-02,Sale,111.67,111.67,1
SKU1161,BRAND018,Cat04,BILL06432,Store 1,2017-07-02,Sale,43.33,43.33,1
SKU0771,BRAND018,Cat04,BILL06433,Store 1,2017-05-28,Sale,28.0,28.0,1
SKU1553,BRAND018,Cat04,BILL06433,Store 1,2017-05-28,Sale,27.33,27.33,1
SKU1748,BRAND034,Cat07,BILL06434,Store 1,2017-07-02,Sale,23.33,23.33,1
SKU0909,BRAND034,Cat07,BILL06435,Store 1,2017-07-02,Sale,23.33,23.33,1
SKU1000,BRAND034,Cat07,BILL06435,Store 1,2017-07-02,Sale,21.33,21.33,1
SKU1787,BRAND017,Cat07,BILL06436,Store 1,2017-07-02,Sale,37.33,37.33,1
SKU1892,BRAND046,Cat04,BILL06436,Store 1,2017-07-02,Sale,25.33,25.33,1
SKU0158,BRAND001,Cat01,BILL06437,Store 1,2017-05-28,Sale,80.67,80.67,1
SKU1847,BRAND018,Cat04,BILL06438,Store 1,2017-07-03,Sale,43.33,43.33,1
SKU1819,BRAND018,Cat04,BILL06438,Store 1,2017-07-03,Sale,35.33,35.33,1
SKU1472,BRAND018,Cat04,BILL06438,Store 1,2017-07-03,Sale,21.33,21.33,1
SKU1487,BRAND017,Cat07,BILL06439,Store 1,2017-07-03,Sale,26.0,26.0,1
SKU1893,BRAND034,Cat07,BILL06440,Store 1,2017-07-03,Sale,6.67,6.67,1
SKU0960,BRAND034,Cat07,BILL06441,Store 1,2017-07-03,Sale,23.33,23.33,1
SKU0824,BRAND018,Cat07,BILL06442,Store 1,2017-05-24,Sale,25.2,25.2,1
SKU1275,BRAND018,Cat04,BILL06443,Store 1,2017-05-28,Sale,28.67,28.67,1
SKU1258,BRAND018,Cat04,BILL06444,Store 1,2017-07-03,Sale,24.67,24.67,1
SKU1894,BRAND028,Cat01,BILL06445,Store 1,2017-07-03,Sale,83.33,83.33,1
SKU0962,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,39.87,39.87,1
SKU0956,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,39.87,39.87,1
SKU0764,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,26.0,26.0,1
SKU1195,BRAND018,Cat07,BILL06445,Store 1,2017-07-03,Sale,22.0,22.0,1
SKU1195,BRAND018,Cat07,BILL06445,Store 1,2017-07-03,Sale,22.0,22.0,1
SKU0828,BRAND018,Cat07,BILL06445,Store 1,2017-07-03,Sale,22.0,22.0,1
SKU0935,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,21.33,21.33,1
SKU1895,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,21.33,21.33,1
SKU0935,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,21.33,21.33,1
SKU1028,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,20.0,20.0,1
SKU1028,BRAND034,Cat07,BILL06445,Store 1,2017-07-03,Sale,20.0,20.0,1
SKU0785,BRAND017,Cat07,BILL06446,Store 1,2017-07-04,Sale,24.67,24.67,1
SKU0785,BRAND017,Cat07,BILL06446,Store 1,2017-07-04,Sale,24.67,24.67,1
SKU0695,BRAND006,Cat01,BILL06447,Store 1,2017-07-04,Sale,92.0,92.0,1
SKU1007,BRAND034,Cat07,BILL06448,Store 1,2017-07-04,Sale,12.67,12.67,1
SKU1081,BRAND018,Cat07,BILL06449,Store 1,2017-07-04,Sale,22.0,22.0,1
SKU0250,BRAND007,Cat01,BILL06450,Store 1,2017-07-04,Sale,60.0,60.0,1
SKU0737,BRAND018,Cat07,BILL06451,Store 1,2017-07-04,Sale,16.67,16.67,1
SKU1415,BRAND018,Cat07,BILL06452,Store 1,2017-07-04,Sale,17.2,17.2,1
