SKU Code,Brand Code,Category,Bill Number,Store Code,Sale Date,Sale/Return,MRP,Sales Price,Sales Qty
SKU0729,BRAND017,Cat07,BILL02591,Store 5,2017-09-16,Sale,25.33,25.33,1
SKU0624,BRAND027,Cat04,BILL02592,Store 5,2017-09-16,Sale,2.0,2.0,1
SKU0650,BRAND027,Cat04,BILL02592,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0730,BRAND018,Cat04,BILL02593,Store 5,2017-09-16,Sale,24.67,24.67,1
SKU0731,BRAND018,Cat04,BILL02593,Store 5,2017-09-16,Sale,20.67,20.67,1
SKU0732,BRAND027,Cat04,BILL02593,Store 5,2017-09-16,Sale,4.0,4.0,1
SKU0651,BRAND027,Cat04,BILL02593,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0733,BRAND033,Cat07,BILL02594,Store 5,2017-09-16,Sale,9.33,9.33,1
SKU0636,BRAND027,Cat04,BILL02595,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0641,BRAND027,Cat04,BILL02595,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0323,BRAND001,Cat01,BILL02596,Store 5,2017-09-16,Sale,56.67,56.67,1
SKU0650,BRAND027,Cat04,BILL02597,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0734,BRAND034,Cat07,BILL02598,Store 5,2017-09-16,Sale,6.67,6.67,1
SKU0735,BRAND033,Cat07,BILL02599,Store 5,2017-09-16,Sale,7.93,7.93,1
SKU0702,BRAND027,Cat04,BILL02600,Store 5,2017-09-16,Sale,4.0,4.0,1
SKU0624,BRAND027,Cat04,BILL02600,Store 5,2017-09-16,Sale,2.0,2.0,1
SKU0629,BRAND027,Cat04,BILL02600,Store 5,2017-09-16,Sale,2.0,2.0,1
SKU0628,BRAND027,Cat04,BILL02600,Store 5,2017-09-16,Sale,2.0,2.0,1
SKU0641,BRAND027,Cat04,BILL02600,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0323,BRAND001,Cat01,BILL02601,Store 5,2017-09-16,Sale,56.67,56.67,1
SKU0736,BRAND033,Cat07,BILL02602,Store 5,2017-09-16,Sale,8.67,8.67,1
SKU0702,BRAND027,Cat04,BILL02602,Store 5,2017-09-16,Sale,4.0,4.0,1
SKU0628,BRAND027,Cat04,BILL02602,Store 5,2017-09-16,Sale,2.0,2.0,1
SKU0648,BRAND027,Cat04,BILL02602,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0651,BRAND027,Cat04,BILL02602,Store 5,2017-09-16,Sale,1.33,1.33,1
SKU0737,BRAND018,Cat07,BILL02603,Store 5,2017-09-17,Sale,18.0,18.0,1
SKU0738,BRAND033,Cat07,BILL02603,Store 5,2017-09-17,Sale,13.32,13.32,1
SKU0735,BRAND033,Cat07,BILL02603,Store 5,2017-09-17,Sale,7.93,7.93,1
SKU0739,BRAND018,Cat07,BILL02604,Store 5,2017-09-17,Sale,33.33,33.33,1
SKU0740,BRAND018,Cat04,BILL02604,Store 5,2017-09-17,Sale,30.67,30.67,1
SKU0741,BRAND033,Cat07,BILL02605,Store 5,2017-09-17,Sale,16.67,16.67,1
SKU0742,BRAND033,Cat07,BILL02605,Store 5,2017-09-17,Sale,16.67,16.67,1
SKU0743,BRAND033,Cat07,BILL02605,Store 5,2017-09-17,Sale,7.93,7.93,1
SKU0744,BRAND033,Cat07,BILL02605,Store 5,2017-09-17,Sale,7.93,7.93,1
SKU0745,BRAND033,Cat07,BILL02605,Store 5,2017-09-17,Sale,7.93,7.93,1
SKU0633,BRAND027,Cat04,BILL02605,Store 5,2017-09-17,Sale,1.33,1.33,1
SKU0641,BRAND027,Cat04,BILL02605,Store 5,2017-09-17,Sale,1.33,1.33,1
SKU0630,BRAND027,Cat04,BILL02605,Store 5,2017-09-17,Sale,1.33,1.33,1
SKU0642,BRAND027,Cat04,BILL02605,Store 5,2017-09-17,Sale,1.33,1.33,1
SKU0630,BRAND027,Cat04,BILL02605,Store 5,2017-09-17,Sale,1.33,1.33,1
SKU0746,BRAND017,Cat07,BILL02606,Store 5,2017-09-17,Sale,33.33,33.33,1
